,qid,dob,dod,name,text
1363951,Q1307510,1927.0,2012.0,Max Faller,"thumb|Dante-Brunnen, München
Max Faller (* 7. Juli 1927 in Neuburg an der Donau; † 4. August 2012 in MünchenTraueranzeige in der Süddeutschen ZeitungSeine Kunst lebt weiter, Nachruf auf augsburger-all"
1364120,Q1311176,1927.0,2013.0,Klaus Munro,"Klaus „Nick“ Munro (* 28. Juni 1927 in Hamburg; † 7. Februar 2013 ebenda) war ein deutscher Komponist, Textdichter, Sänger, Musikproduzent und Drehbuchautor.

 Leben 
Nach seinem Schulabschluss absolv"
1364146,Q1311562,1929.0,,Wolfgang Rehm,"miniatur|Wolfgang Rehm (2009) 
Wolfgang Rehm (* 3. September 1929 in München) ist ein deutscher Musikwissenschaftler mit den zentralen Berufsfeldern „Musikverlag“ und „Neue Mozart-Ausgabe“ (1955 ff.)."
1364233,Q1313803,1926.0,,Josef Leichtfried,Josef Leichtfried (* 11. Jänner 1926 in Wolfpassing) ist ein ehemaliger österreichischer Politiker (SPÖ). Er war von 1967 bis 1969 Mitglied des Bundesrates und von 1969 bis 1980 Abgeordneter zum Landt
1364265,Q1314444,1929.0,,Rolf Nagel,"Rolf Nagel (* 22. November 1929 in Hamburg) ist ein deutscher Schauspieler.

 Biografie 
Nagel erhielt seine Schauspielausbildung an der Schule für Musik und Theater in Hamburg. Engagements an verschi"
1364301,Q1315320,1928.0,2011.0,Renée Franke,"Renée Franke (eigentlich: Gisela Beyer * 4. Mai 1928 in Hamburg; † 9. November 2011 in MünchenNachruf: Renée Franke 83-jährig gestorben), war eine deutsche Schlagersängerin, die insbesondere in den 19"
1364317,Q1315760,1926.0,,Josef Breurather,Josef Breurather (* 27. Oktober 1926 in Garsten) ist ein ehemaliger oberösterreichischer Politiker (SPÖ) und Versicherungsangestellter. Breurather war von 1979 bis 1986 Abgeordneter zum Oberösterreich
1364375,Q1316548,1926.0,2011.0,Günter Samtlebe,"Günter Samtlebe (* 25. Februar 1926 in Schüren, heute Dortmund-Schüren; † 7. Juli 2011 in Dortmund) war ein deutscher Politiker und von 1973 bis 1999 Oberbürgermeister (SPD) der Stadt Dortmund.

 Ausb"
1364565,Q1320363,1927.0,1974.0,Klaus Dieter Arndt,"mini|Klaus Dieter Arndt (1973)
Klaus Dieter Arndt (* 9. März 1927 in Berlin; † 29. Januar 1974 ebenda) war ein deutscher Politiker (SPD).

 Leben 
Arndt nahm ab 1943 als Soldat am Zweiten Weltkrieg te"
1364766,Q1323104,1928.0,2014.0,Gerda Schriever,"Gerda Schriever (* 27. August 1928 in Leipzig; † 30. Mai 2014 ebenda) war eine deutsche Oratorien- und Konzertsängerin (Mezzosopran/Alt).

 Biografie 

Bereits mit 16 Jahren sang Gerda Schriever im Ge"
1364828,Q1324460,1927.0,,Günter Horlbeck,"Günter Horlbeck (* 2. September 1927 in Reichenbach im Vogtland)www.dieterkiessling.de ist ein deutscher Maler.

 Leben 
Horlbeck lehrte von 1950 bis 1994 an der Hochschule für Bildende Künste in Dres"
1365018,Q1328004,1928.0,2012.0,Georg Scherer (Philosoph),"Georg Scherer (* 30. April 1928 in Oberhausen; † 13. Mai 2012) war ein deutscher Philosoph. 

 Leben 
Georg Scherer wurde als Sohn von Dr. Georg Scherer und Adele Scherer, geborene Richter-Morawe, geb"
1365055,Q1328654,1926.0,2004.0,Elfriede Rehbein,"Elfriede Rehbein (* 19. Juni 1929 in Leipzig; † 11. Dezember 2004 in Dresden) war eine Wissenschaftlerin auf dem Gebiet des Verkehrswesens.

Sie war Mitbegründerin der Hochschule für Verkehrswesen „Fr"
1365379,Q1331713,1926.0,2012.0,Ella Zipser,"Ella Zipser (* 29. Mai 1926 in Oberwart als Eleonore Freislinger; † 11. Juni 2012) war eine österreichische Politikerin (SPÖ). Sie war von 1983 bis 1988 Abgeordnete zum Nationalrat.

 Leben 
Ella Zips"
1365993,Q1337592,1929.0,2002.0,Gertraud Möhwald,"Gertraud Möhwald, geb. Degen (* 15. Juni 1929 in Dresden; † 20. Dezember 2002 in Halle (Saale)), war eine deutsche Keramikerin und Bildhauerin. Sie wird zu den bedeutendsten deutschen Keramikerinnen d"
1366077,Q1338392,1928.0,,Herbert Weh,"Herbert Weh (* 1. März 1928 in Lindau (Bodensee)) ist ein deutscher Elektroingenieur.

 Werdegang 
Weh studierte ab 1947 Elektrotechnik an der Technischen Hochschule Karlsruhe und legte im Dezember 19"
1366141,Q1338987,1927.0,2008.0,Emmy Meixner-Wülker,Emmy Meixner-Wülker (* 17. Juni 1927 in Eppstein als Emma Maria Schiemann; † 21. November 2008 in Bayreuth) war die Gründerin und langjährige Vorsitzende des Selbsthilfevereins Angehörige um Suizid (A
1366230,Q1339968,1928.0,,Heinz Elzner,"Heinz Elzner (* 4. Dezember 1928 in Brehna) ist ein ehemaliger deutscher Fußballspieler und -trainer.

 Laufbahn 
 Spieler 
Bis in das Jahr 1950 spielte der junge Verteidiger in Sachsen-Anhalt bei Mot"
1366411,Q1342776,1932.0,2010.0,Freddy Kottulinsky,"[[Image:OASISILTIS.jpg|thumb|Dakar Rally winner of 1980]]

Winfried Philippe Adalbert Karl Graf Kottulinsky Freiherr von Kottulin, better known as Freddy Kottulinsky (20 July 1932 – 4 May 2010), was a"
1366999,Q1350934,1927.0,2010.0,Erhard Scheibe,"Erhard Scheibe  (* 24. September 1927 in Berlin; † 7. Januar 2010 in Hamburg) war ein  Wissenschaftsphilosoph, der sich besonders mit den philosophischen Grundlagen der modernen Physik befasste. So pu"
1367010,Q1351006,1926.0,,Werner Hecht,"Werner Hecht (* 18. Dezember 1926 in Leipzig) ist ein deutscher Theater- und Literaturwissenschaftler.

 Leben 

Nach dem Studium bei Hans Mayer in Leipzig kam er 1959 als Dramaturg an das von Helene "
1367119,Q1351887,1927.0,1992.0,Erich Angermann,"__NOTOC__
Erich Angermann (* 2. März 1927 in Chemnitz; † 9. November 1992 bei München) war ein deutscher Historiker für nordamerikanische Geschichte.

Erich Angermann wurde 1927 als Sohn eines Volkssc"
1367175,Q1352176,1927.0,,Erich Fitzbauer,"Erich Fitzbauer (* 13. Mai 1927 in Wien; Pseudonym: Hieronymus Zyx) ist ein österreichischer Grafiker, Illustrator, Schriftsteller, Verleger, Drucker und Graphiksammler, der unter anderem als Begründe"
1367178,Q1352212,1927.0,2005.0,Erich Frister,"Erich Frister (* 1927 in Berlin; † 30. Oktober 2005 in Berlin) war ein deutscher Lehrer und Gewerkschafter. 1968-1981 leitete Frister die Gewerkschaft Erziehung und Wissenschaft (GEW).

 Leben 
1951-1"
1367192,Q1352340,1928.0,,Erich Haase (Minister),"Erich Haase (* 7. September 1928 in Großenhain) ist ein ehemaliger deutscher Politiker (SED). Er war Minister für Materialwirtschaft der DDR.

 Leben 
Haase, Sohn eines Heizungsmonteurs, besuchte die "
1367256,Q1352719,1926.0,2003.0,Erich Lamprecht,"miniatur|Erich Lamprecht im Jahre 1962
Erich Lamprecht (* 14. April 1926 in Mainz; † 26. September 2003 in Saarbrücken) war ein deutscher Mathematiker, der sich insbesondere mit Algebra beschäftigte.
"
1367338,Q1353226,1930.0,2007.0,Erich Schumann (Verleger),"Erich Schumann (* 13. Dezember 1930 in Nürnberg; † 21. Januar 2007 in Essen) war von 1978 bis zu seinem Tod Geschäftsführer der WAZ-Mediengruppe. Er war der Leiter von über 500 Publikationen, darunter"
1367357,Q1353413,1928.0,2004.0,Erich Vanis,"Erich Vanis (* 4. Oktober 1928 in Wien; † 1. März 2004 in Lienz) war ein österreichischer Bergsteiger, Buchautor und Kürschner. Bekannt wurde Vanis vor allem durch das Eisklettern. Die österreichische"
1367375,Q1353520,1928.0,,Erich Winter,"Erich Winter (* 14. Juli 1928 in Wien Kürschners Deutscher Gelehrten-Kalender. Saur, München 2009, S. 4628.) ist ein österreichisch-deutscher Ägyptologe und emeritierter Ordinarius an der Universität "
1367408,Q1353825,1927.0,1986.0,Jürgen Driehaus,"Jürgen Driehaus (* 23. Juli 1927 in Osnabrück; † 29. Dezember 1986 in Nürnberg) war ein deutscher Prähistoriker.

 Leben und Wirken 

Von 1934 bis 1947 besuchte er – unterbrochen durch den Militärdien"
1367527,Q1354817,1929.0,,Hermann Gottfried,"Hermann Gottfried (* 30. Januar 1929 in Düren) ist ein deutscher Glasmaler.

 Leben 

Hermann Gottfried besuchte das Stiftische Gymnasium in Düren und studierte dann an der Kunstakademie in Kassel. Do"
1367889,Q1357998,1932.0,2014.0,Ernst Eugen Veselsky,"Ernst Eugen Veselsky (* 2. Dezember 1932 in Wien; † 29. Juni 2014 in Villach) war österreichischer Wirtschaftswissenschaftler und Politiker (SPÖ).

 Leben 
Ernst Eugen Veselsky studierte an der Univer"
1367928,Q1358252,1926.0,,Ernst Gehmacher,"Ernst Gehmacher (* 6. August 1926 in Salzburg) ist ein österreichischer Publizist und Sozialwissenschaftler im Fach Sozialforschung.

 Biographie 
Nach dem Studium der Landwirtschaft, Soziologie und P"
1367956,Q1358426,1926.0,2003.0,Ernst Günther Grimme,"Ernst Günther Grimme (* 14. Januar 1926 in Aachen; † 11. Dezember 2003 ebenda) war ein deutscher Kunsthistoriker, Aachener Museumsdirektor und Honorarprofessor.

 Leben und Wirken 
Der Sohn des Kunsth"
1368034,Q1358937,1929.0,1985.0,Ernst Kein,"Ernst Aloysius Kein (* 27. November 1928 in Wien; † 21. Jänner 1985 ebenda) war ein österreichischer Autor und Mundartdichter.

 Leben 
Ernst Kein wurde gegen Kriegsende noch zur Fliegerabwehr eingezo"
1368154,Q1359775,1927.0,,Ernst Pilick,"thumb|Ernst Pilick bei einem Auftritt 
Ernst Pilick (* 25. Juli 1927 in Köln) ist ein deutscher Schauspieler.
 Werdegang 
Ernst Pilick besuchte die Schauspielschule Karl Steinbach und bestand 1948 die"
1368229,Q1360254,1927.0,2011.0,Ernst Spieß,"{{Infobox Alpiner Skirennläufer

| kurzname = Ernst Spieß
| bild = 200px
| langname = Ernst Spieß
| nation = 
| geburtstag = 16. Jänner 1927
| geburtsort = Innsbruck
| geburtsland = 
| sterbedatum = 1"
1368290,Q1360623,1930.0,,Ernst Wilke,Ernst Wilke (* 25. Mai 1930 in Berndorf) ist ein deutscher Politiker (FDPFrankfurter Rundschau). Er war von 1987 bis 1991 Regierungspräsident des hessischen Regierungsbezirks Kassel sowie von Februar 
1368368,Q1361318,1929.0,,Heinz Günther Hüsch,"thumb|Heinz Günther Hüsch (rechts) 1987
Heinz Günther Hüsch (* 13. Juni 1929 in Karken) ist ein deutscher Rechtsanwalt und Politiker (CDU). Er lebt in Neuss (Nordrhein-Westfalen).

 Leben und Beruf 
H"
1368475,Q1362899,1926.0,,Otto Rettenmaier,"thumb|Otto Rettenmaier bei der Verleihung der Goldenen Bürgermedaille der Gemeinde Pfedelbach am 31. Januar 2013
Otto Rettenmaier (* 28. Juli 1926 in Holzmühle, Gemeinde RosenbergStadtarchiv Heilbronn"
1368496,Q1363059,1929.0,2006.0,Erwin Huber (Bildhauer),"[[Datei:Rosenschlößl Plastik.JPG|miniatur|Wandplastik von 1956 am Rosenschlößl in Graz]]
Erwin Huber (* 18. Mai 1929 in Graz; † 27. April 2006 ebenda) war ein österreichischer Bildhauer.

 Karriere 
E"
1368509,Q1363135,1929.0,,Gernot Huber,"Gernot Huber (* 11. Juli 1929 in Tübingen) ist ein deutscher Designer, Maler und Bildhauer.

 Leben 
Huber wuchs als drittes von fünf Kindern des Arztes Dr. Theo Huber und seiner Ehefrau Susanne geb. "
1368513,Q1363150,1929.0,1990.0,Erwin Koppen,"Erwin Koppen (* 2. Dezember 1929 in Berlin; † 11. Juni 1990 in Bonn) war ein deutscher vergleichender Literaturwissenschaftler, Romanist und Germanist.

 Leben und Werk 
Koppen studierte ab 1949 Germa"
1368521,Q1363191,1928.0,2004.0,Erwin Lichtenegger,"thumb|Erwin Lichtenegger
Erwin Lichtenegger (* 9. Mai 1928 in Kamp im Lavanttal, Kärnten; † 18. August 2004 während eines Urlaubsaufenthaltes an der Oberen Adria in Bibione, Italien) war ein österreic"
1368530,Q1363327,1930.0,,Erwin Poell,"[[Datei:DBP 125 Jahre Briefmarken 20 Pfennig 1965.jpg|miniatur|Das erste Briefmarken-Design von Erwin Poell 1965]]
Erwin Poell (* 9. August 1930 in Ravensburg) ist deutscher Buchgestalter, Grafik-Desi"
1368540,Q1363404,1927.0,2006.0,Erwin Schauer,"Erwin Schauer (* 7. Februar 1927 in Markt Piesting; † 24. April 2006 in Kirchberg in Tirol) war ein österreichischer Dachdeckermeister, Kaufmann und Politiker (ÖVP). Schauer war Abgeordneter zum Natio"
1368542,Q1363412,1928.0,2003.0,Erwin Scheuch,"Erwin Kurt Scheuch (* 9. Juni 1928 in Köln; † 12. Oktober 2003 ebenda) war ein deutscher Soziologe.

 Leben und Ausbildung 

Erwin K. Scheuch, wie er sich später nach amerikanischer Manier nannte, wuc"
1368554,Q1363500,1930.0,2009.0,Erwin Stein (CSU),"Erwin Stein (* 20. April 1930 in Nürnberg; † 6. Februar 2009 in Grünwald) war ein deutscher Politiker (CSU).

Stein besuchte die Volksschule und die Oberrealschule in Amberg. Er machte die Kaufmännisc"
1368744,Q1365959,1927.0,,Lothar Rathmann,"Lothar Rathmann (* 16. Februar 1927 in Werdau) ist ein deutscher Historiker und Arabist.

 Leben und Wirken 
Lothar Rathmann besuchte die Volksschule in Werdau und danach eine Handelsschule. Nach dem "
1369136,Q1371353,1927.0,,Heinz Horak,"Heinz Horak (* 8. August 1927 in Wien) ist ein österreichischer Pianist, Arrangeur und Regisseur. 

 Leben und Wirken 
Horak studierte 1947/48 an der Wiener Musikakademie und an der Universität Wien, "
1369350,Q1373186,1926.0,,Eugene Gendlin,"Eugene T. Gendlin (born Eugen Gendelin; 25 December 1926, Vienna) is an American philosopher and psychotherapist who developed ways of thinking about and working with living process, the bodily felt s"
1369551,Q1375808,1926.0,,Margret Krick,"Margret Krick (* 1. Dezember 1926 in Köln) ist eine deutsche Verlegerin und Unternehmerin.

 Werdegang 
Margret Krick wurde 1926 geboren. Nach der Bombardierung Kölns im Jahre 1944 zog sie nach Würzbu"
1369825,Q1379275,1928.0,,Eva Krutina,"Eva Krutina (* 4. April 1928 in Berlin) ist eine deutsche Schauspielerin und Synchronsprecherin.
Sie war mit ihrem Kollegen Ottokar Runze verheiratet.

 Leben 
Bekannt wurde sie als Synchronstimme der"
1369850,Q1379407,1928.0,,Eva Paproth,"Eva Paproth (* 9. Februar 1928 in Berlin)Geburtsdaten nach August Ludwig Degener u.a. Wer ist Wer, Schmidt Rönhild, 2000 ist eine deutsche Paläontologin.

Paproth ging in Schwerin und Berlin zur Schul"
1369975,Q1381303,1926.0,1973.0,Gustav Holzmann (Geograph),"mini|Gustav Holzmann, 1966
Gustav Holzmann (* 17. April 1926 in Atzgersdorf (heute: Wien); † 18. Februar 1973 in Wien) war ein österreichischer Wirtschafts- und Sozialgeograph, Historiker und Publizis"
1369977,Q1381338,1930.0,2008.0,Heinz Spitzbart,"Heinz Kurt Spitzbart (* 30. November 1930 in Leipzig; † 2. November 2008 in Erfurt) war ein deutscher Gynäkologe und Geburtshelfer.

 Leben und Wirken 
Heinz Spitzbart wurde in der Universitätsfrauenk"
1370101,Q1382608,1926.0,2007.0,Heinz Linnerz,"Heinz Linnerz (* 22. Mai 1926 in Köln; † 10. Mai 2007 ebenda) war ein deutscher Autor und Verlags- und Hörfunkredakteur, zuletzt Leiter des Programmbereichs Kultur im WDR-Hörfunk.Biographische Daten v"
1370136,Q1382919,1927.0,2009.0,Ewald Schmeken,"Ewald Schmeken (* 5. Februar 1927 in Gladbeck; † 24. Januar 2009 ebenda) war ein deutscher Historiker und Soziologe.

 Leben und Wirken 

Ewald Schmeken stammte aus einer Gladbecker Handwerker- und Ka"
1370191,Q1383608,1929.0,2012.0,Axel Anderson,"Axel Anderson (December 11, 1929 – December 16, 2012) was an actor, television producer, host in his adopted homeland Puerto Rico.

Biography

Early life
Anderson was born Axel Levy to a Jewish family"
1370266,Q1384701,1928.0,,Walter Strutzenberger,"Walter Strutzenberger (* 8. Juni 1928 in Wien) ist ein ehemaliges Mitglied des Bundesrates in Österreich.

 Leben 

Walter Strutzenberger absolvierte nach der Pflichtschule eine Schnittmacherlehre (19"
1370501,Q1387243,1929.0,,Heinz Eckert,"Heinz Eckert (* 1. Juli 1929 in Plettenberg) ist ein deutscher Musiker und Komponist.

Heinz Eckert wurde am 1. Juli 1929 in Plettenberg im Sauerland geboren. Er lernte zunächst Klavier, später Akkord"
1370611,Q1388931,1928.0,1994.0,Walter Schöler (Pädagoge),"Walter Schöler (* 20. August 1928 in Schwaan; † 23. Mai 1994 in Wien) war ein deutsch-österreichischer Unterrichtswissenschaftler.

Nach Ende des Zweiten Weltkriegs wurde er als Neulehrer ausgebildet "
1370634,Q1389128,1928.0,2012.0,Theo Michaely,"Theo Michaely (* 15. April 1928 in Oberwesel; † 10. Januar 2012 in Elz (Westerwald)) war ein hessischer Politiker (CDU) und ehemaliger Abgeordneter des Hessischen Landtags.

 Ausbildung und Beruf 
The"
1370794,Q1390706,1927.0,,Markus Egen,"Markus Ulrich Egen (* 14. September 1927 in Füssen) ist ein ehemaliger deutscher Eishockeyspieler und 13-maliger Deutscher Meister.  Er gehört zu den erfolgreichsten Spielern und Trainern, die jemals "
1370848,Q1391394,1926.0,2008.0,Georg Fendt,"Georg Fendt (* 19. Mai 1926 in Augsburg; † 13. Juni 2008 in Friedberg) war ein deutscher Politiker (CSU).

Fendt besuchte die Volksschule in Friedberg und machte eine Berufslehre als Maschinenschlosse"
1371003,Q1393471,1934.0,,Volkmar Parschalk,"Volkmar Parschalk (* 13. Mai 1934 in Innsbruck) ist ein österreichischer Kulturredakteur, der vor allem als langjähriger Theater-, Opern- und Literaturkritiker des Radiosenders Ö1 bekannt geworden ist"
1371048,Q1394039,1928.0,1984.0,Otto Jenzok,"Otto Jenzok (* 15. Mai 1928 in Delmenhorst; † 10. Januar 1984 in Burgwedel) war ein deutscher Politiker (CDU), Mitglied des Niedersächsischen Landtages und Oberbürgermeister von Delmenhorst.

Er war d"
1371160,Q1395475,1928.0,1984.0,Alfred Erhart,"[[Datei:Alfred Erhart St. Urban.JPG|miniatur|Tabernakel in St. Urban (Freiburg im Breisgau), Legende des heiligen Urban I.]]
Alfred Erhart (* 12. März 1928 in Freiburg im Breisgau; † 18. Januar 1984 i"
1371352,Q1397474,1927.0,,Traugott Wulfhorst,"Traugott Wulfhorst (* 19. September 1927 in Schwelm) ist ein ehemaliger deutscher Richter.

Wulfhorst besuchte zunächst die Oberschule, bevor er 1944 zum Kriegsdienst eingezogen wurde. Schwer verwunde"
1371397,Q1398055,1930.0,2013.0,Jochen Sachse (Maler),Jochen Sachse (* 8. April 1930 in Bautzen; † 3. Januar 2013 in Reinbek)Jochen Sachse in memoria vestri war ein deutscher Marinemaler. Er schuf mehr als 400 Werke.Meister von Natur und Technik. in: Zei
1371399,Q1398063,1928.0,,Martin Purtscher,Martin Purtscher (* 12. November 1928 in Thüringen) ist ein österreichischer Jurist und Politiker (ÖVP). Von 1987 bis 1997 war er Landeshauptmann von Vorarlberg und davor seit 1974 Präsident des Vorar
1371857,Q1403524,1926.0,,Felix Hodapp,"Felix Hodapp (* 21. November 1926 in Önsbach, heute Achern-Önsbach) ist ein deutscher Politiker der CDU.

 Leben und Politik 
Hodapp trat 1951 in die CDU ein und war dort zunächst kommunalpolitisch ak"
1371900,Q1403786,1929.0,,Felix Scheder-Bieschin (1929),"Felix Scheder-Bieschin (* 15. Oktober 1929 in Lübeck) ist Vorsitzender des Aufsichtsrates der Familienreederei MACS, begeisterter Hochseesegler und war einer der Initiatoren der DaimlerChrysler North "
1371937,Q1404155,1928.0,2009.0,Max Lotteraner,"Max Lotteraner (* 11. März 1928 in Linz; † 29. Juni 2009) war ein Linzer Politiker (SPÖ) und Sportler.

 Leben 
Lotteraner stammt aus einer Arbeiterfamilie. Nach der Volks- und Hauptschule besuchte er"
1371984,Q1405027,1928.0,2005.0,Ferdi Schunck,"Ferdi Schunck, (eigentlich Franz Ferdinand Schunck, * 17. Dezember 1928 in Menden (Sauerland); † 29. Mai 2005 ebenda), war ein deutscher Rechtsanwalt und Notar sowie Träger des Bundesverdienstkreuzes."
1372071,Q1405705,1928.0,1998.0,Ferdinand Reisinger,"Ferdinand Reisinger (* 13. Juli 1928 in Wels; † 17. August 1998 in Marchtrenk) war ein österreichischer Politiker (SPÖ) und Bundesbahnbeamter. Er war Bürgermeister von Marchtrenk, von 1967 bis 1991 La"
1372368,Q1410096,1927.0,1988.0,Gerhard Baustian,Gerhard Baustian (* 19. Januar 1927 in Lübz; † 9. Dezember 1988Neues Deutschland vom 14. Dezember 1988 in Strausberg) war ein deutscher Generalmajor der Nationalen Volksarmee der Deutschen Demokratisc
