,text,name
Q11557491,Si  Yuki Asaka  ay isang artista sa bansang Hapon.   Kaurian:Mga artista ng bansang Hapon,Yuki Asaka
Q1156914," is a Japanese singer, actor and member of the J-pop group Hey! Say! JUMP. He is currently under the management of Johnny & Associates. He was born in Ibaraki, Osaka and resides in the Tokyo Metropoli",Yuya Takaki
Q1157524," (born 24 August 1987) is a Japanese singer, songwriter, dancer, and choreographer. He belongs to Vision Factory and signed a record contract with Avex. (The label is SONIC GROOVE.)  Career Miura debu",Daichi Miura
Q11579816,Anna Shiraki (白木杏奈)  Kapanganakan: 19 Hunyo 1990  Tirahan: Nagoya City  Ahensiya: Maimu  Taas: 164 cm  Naging regular na Terebi Senshi si Anna Shiraki sa programang Tensai Terebikun MAX(TTK) mula Abri,Anna Shiraki
Q1158726,"Damon Kyle Wayans, Jr. (born November 18, 1982) is an American actor, writer, and stand-up comedian, most widely known for starring as Brad Williams in the ABC comedy series Happy Endings and as Coach","Damon Wayans, Jr."
Q11621185,Si  Wakana Aoi  ay isang artista sa bansang Hapon.   Kaurian:Mga artista ng bansang Hapon,Wakana Aoi
Q11637010,Si  Rika Adachi  ay isang artista sa bansang Hapon.   Kaurian:Mga artista ng bansang Hapon,Rika Adachi
Q11646680,Si  Sayaka Kaneko  ay isang artista sa bansang Hapon.  Kaurian:Mga artista ng bansang Hapon,Sayaka Kaneko
Q11666,"Maria Yuryevna Sharapova (;  born 19 April 1987) is a Russian professional tennis player who as of October 6, 2014 is ranked world No. 2 by the Women's Tennis Association (WTA) and is the top Russian ",Maria Sharapova
Q11684727,"Jerome Sala (born November 29, 1986) is Filipino singer who was dubbed 'Balladeer Extraordinaire'. He was discovered on the ABS-CBN series Search for a Star in a Million in 2005. Since his 2005 win, S",Jerome Sala
Q1183658," is a Japanese singer-songwriter. She is best known for her song ""Sky Chord (Otona ni Naru Kimi e),"" which was used as the 18th ending theme song for the anime Bleach.   Biography   Tsuji began writin",Shion Tsuji
Q1185579," is a Japanese pop singer. Born and raised in Toyota, Aichi, Mitsuoka debuted in the girl group Sister Q under the stage name MASAMI in 2005. After the group disbanded of unknown reasons in October 20",Masami Mitsuoka
Q1186617," is a Japanese pop singer and songwriter. She was one of the three original members and original lead singer of the J-pop band Dream also known as ""Dream/DRM"".  In July of 2002, she left the band to p",Mai Matsumuro
Q1187642,,Shingo Murakami
Q1187672, is a Japanese actress and a former musical performer. She is best known for being a member of the disbanded Japanese idol group SweetS.   Biography  Miori Takimoto began her professional career as a ,Miori Takimoto
Q1187991," is a Japanese actor. He was born in Aichi, Japan. His debut role was as Tsurugi Kamishiro, a.k.a. Kamen Rider Sasword, in Kamen Rider Kabuto. He should not be confused with the similarly named anime ",Yusuke Yamamoto
Q1188846,", is a Japanese actress. She graduated from Horikoshi High School on February 18, 2008. She has been attending Asia University since April 2008.  Filmography Drama Bloody Monday 2 (2010) as Hibiki Mir",Tomoka Kurokawa
Q1188856,", born on March 4, 1991 in Fukuoka, Japan, is a Japanese actor. He belongs to the talent agency LesPros Entertainment.  History Nakamura Aoi entered the entertainment industry when he won the Grand Pr",Aoi Nakamura
Q1188862," is a Japanese model and actress under the Ken-On agency.  Appearances  TV serials  Tokyo Dogs (Fuji TV, 2009) as Karin Takakura  Nakanai to Kimeta Hi (Fuji TV, 2010) as Ai Kakuta  Hatsukoi Chronicle ",Haruna Kawaguchi
Q1188884, is a Japanese actor. His portrayal of 12-year-old Akira in the highly acclaimed Nobody Knows won him a Best Actor Award at the 2004 Cannes Film Festival.  Career Yagira co-starred with Eriko Sato in ,Yūya Yagira
Q1189,"Usain St. Leo Bolt OJ CD (;Ellington, Barbara (31 August 2008). He is a happy person, says Usain's mother. Jamaica Gleaner. Retrieved 5 August 2009. born 21 August 1986) is a Jamaican sprinter. Widely",Usain Bolt
Q1189314," is a Japanese model, actress, gravure idol and singer.  Career  Modeling career Sugimoto began her career in modeling during elementary school, when she was chosen in a Grand-Prix semi-audition for t",Yumi Sugimoto
Q1189585,"Tucker Albrizzi (born February 25, 2000) is an American actor. He is best known for his current role as Tyler Duncan on Big Time Rush and Jake on Good Luck Charlie.  He has also appeared in such movie",Tucker Albrizzi
Q1190100," is a Japanese singer, idol, and former member of the J-pop group NEWS, as part of Johnny's Entertainment, Inc. He joined Johnny's Entertainment on February 4, 2001.   Biography  As a Johnny's Jr., Ku",Hironori Kusano
Q1190315, is a Japanese actor.  He won the 'Best Newcomer' prize at the Japan Academy Prize in 2005 for his film debut in Swing Girls.  Filmography  Television dramas Lion Sensei (2003) Gokusen SP (2003) Medak,Yūta Hiraoka
Q1190319,"Joshua Ilan ""Josh"" Gad (born February 23, 1981) is an American actor best known for voicing Olaf in Frozen, Elder Arnold Cunningham in the Broadway musical The Book of Mormon, and Ryan Church in the t",Josh Gad
Q1191146,"Teresa Ruiz Lopez, known as Teresa Ruiz, is a Mexican American film actress and producer who is considered one of the most prominent and respected actress of Mexico; has won several best actress award",Teresa Ruiz (actress)
Q1192037," is a Japanese actress from Kakogawa, Hyogo, Japan. She was one of six actors to receive the ""Newcomer of the Year"" prize at the Japanese Academy Awards in 2005 for her role in Swing Girls.  She is al",Juri Ueno
Q1192587,Si  Reina Fujie  ay isang mang-aawit mula sa bansang Hapon.  Kaurian:Mga mang-aawit mula sa Hapon,Reina Fujie
Q1194216,"Allisson Lozz (born Allisson Marian Lozano Núñez on August 11, 1992 in Chihuahua, Mexico) known also as Allisson Lozano is a former Mexican actress, model and singer. She is best known for her roles i",Allisson Lozz
Q1194288," is a former Japanese model and AV idol.  Life and career Early life Yua Aida was born in Aichi Prefecture, Japan, on 12 August 1984. Aida was an active girl and involved in many sporting activities d",Yua Aida
Q1195195,"thumb|Onstage Park Sang-hyun (; born October 7, 1990) better known by his stage name Thunder (), is the younger brother of 2NE1's vocalist Sandara Park, a South Korean idol and was a member of South K",Thunder (singer)
Q1195301," is a Japanese singer, entertainer, and actor.  He is a member of the singer-songwriter duo WaT, and belongs to the production company Burning Productions.  Early career Born in Mitaka, Tokyo to a Ger",Eiji Wentz
Q119562,"Sergio Leonel ""Kun"" Agüero Del Castillo (; born 2 June 1988) known professionally as Sergio Agüero is an Argentine professional footballer who plays as a striker for Premier League club Manchester Cit",Sergio Agüero
Q1195767," is a Japanese singer, actress, fashion model, and former member of the Japanese idol group AKB48, in which she was the captain of Team A.   Career  In October 2005, she auditioned for AKB48 but did n",Mariko Shinoda
Q1196239," is a Japanese pop singer currently performing in the all-girl group Berryz Kobo, under Hello! Project. Kumai joined Hello! Project in 2002 after passing the Hello! Project Kids audition. She often is",Yurina Kumai
Q1196248," (born May 22, 1992 in Kanagawa, Japan) is a member of the J-pop idol group Berryz Kobo.  In 2002, Chinami passed the Hello! Project Kids Audition and became a member of Hello! Project.   Hello! Proje",Chinami Tokunaga
Q1196253," is a J-pop singer in Hello! Project and member of idol group Berryz Kobo  Career In 2002, she successfully passed the Hello! Project Kids Audition. Sudo is currently a member of the group Berryz Kobo",Maasa Sudo
Q1197170, is a Japanese idol singer who is a member of the girl groups AKB48 and JKT48. She auditioned for AKB48's sixth generation and was promoted to member of Team A. Her talent agency is Watanabe Productio,Aki Takajo
Q1197201,", is a former member of the Japanese idol group AKB48. She is an original Team K member and debuted on April 1, 2006. She was regrouped to  Team B at the final Budokan Concert in August, 2009 and was ",Natsuki Sato
Q1197220," (born December 24, 1986) is a Japanese actress.  Popular among Japanese fans, she gained recognition for her acting talent.  She started taking parts acting in television dramas in 2003. Satomi Ishih",Satomi Ishihara
Q1197256," is a Japanese actor and dancer, as well as a singer from the group Hey! Say! JUMP. He played Koji Kiritani in the 2005 Japanese television drama, Nobuta wo Produce.  Career  2004: Joined Johnny's Ent",Yuto Nakajima
Q1197320," is a member of the J-pop group NEWS, from Johnny's Entertainment, Inc.   Biography  Kato Shigeaki joined Johnny's Entertainment on April 17, 1999 when he was 11.  As a junior he was a member of the o",Shigeaki Kato
Q11975,"Britney Jean Spears (born December 2, 1981) is an American recording artist and entertainer. Born in McComb, Mississippi, and raised in Kentwood, Louisiana, she performed acting roles in stage product",Britney Spears
Q1200006," is a Japanese actress and voice actress affiliated with Production Ogi.  Biography In 2000, Mika made her stage debut as Janet in the Japanese version of the musical Annie. She also had small roles i",Mika Kikuchi
Q1200018," is a Japanese actress and singer.  She appeared in the 2009 live action film Yatterman as Yatterman 2 ""Ai-chan.""  Filmography  Dramas  3-nen B-gumi Kinpachi Sensei 7 (TBS, 2004)  Donmai (NHK, 2005)  ",Saki Fukuda
Q1200762," is a Japanese actor and model. He debuted in 2002 with the television series You're Under Arrest, and came to fame with Gokusen 2 in 2005. He has also acted in such shows as Densha Otoko,  Tokyo Towe",Mokomichi Hayami
Q1202502,"Joshua Alexander ""Josh"" Flitter (born August 25, 1994) is an American actor. He is known for playing Corky in Nancy Drew, Eddie in The Greatest Game Ever Played, and voiced Rudy Kangaroo in the 2008 a",Josh Flitter
Q1202557," (born September 14, 1982), better known as , is a Japanese actor.  Early life He was born and raised in Tokyo, Japan. His parents are from Okinawa Prefecture. His parents divorced when he was young, ",Hiroki Narimiya
Q1203769," is a Japanese singer as well as a member of Hey! Say! JUMP. He is under the management of Johnny & Associates. He was born in Tokyo, and attends Waseda University, studying human science.  On Septemb",Kota Yabu
Q1203818," is a Japanese actor and singer from Nagoya, Aichi Prefecture. He is best known for his role as Daisuke Kazama aka Kamen Rider Drake in Kamen Rider Kabuto and Keigo Atobe in The Prince of Tennis music",Kazuki Kato
Q1203841," is a Japanese actor, best known as Kudo Shinichi in Detective Conan: Kudo Shinichi e no Chousenjou and Saga Kazuma in Hanazakari no Kimitachi e. He also appears in the drama Akai Ito as Atsushi Nishi",Junpei Mizobata
Q1203852," is a Japanese pop singer and actress. She is best known as a member of the Konami-produced Japanese teen pop girls group BeForU.   Biography    Early life  Kosaka was born in the Yokohama, Kanagawa P",Riyu Kosaka
Q1204059," is a Japanese actress and former fashion model, regularly appearing on television in various roles.  Career In November 2010, Akita Prefecture chose her as one of the two official PR-Ambassadors, alo",Natsuki Katō
Q1204543,", born on August 4, 1994 in Tokyo, Japan, is a Japanese actress who made her debut in 1998. She is contracted to talent agency FLaMme.  Her father, Kenji Fukuda, is a drummer in the band Kasutera.   F",Mayuko Fukuda
Q1205577," is a Japanese actor and member of the J-pop duo Tackey & Tsubasa from Tokyo, Japan. In 2002, when he reached the age of 20, he debuted with Tsubasa Imai in the group Tackey & Tsubasa under the record",Hideaki Takizawa
Q1205706," is a Japanese actor, singer, dancer, songwriter, and a member of two Japanese boy bands, Hey! Say! JUMP and NYC.Hey! Say! JUMP Profile Johnny's Net. Retrieved 2007-12-07.  He is under the management ",Ryosuke Yamada
Q1205717,", is a Japanese actor, talent, and singer as well as member of Hey! Say! JUMP. He is under the management of Johnny & Associates.  Life Chinen is the son of Takashi Chinen (born 1967), a Japanese form",Yuri Chinen
Q1206963," is a Japanese actress.  Career On March 24, 2006 she released her first single, titled .  She has also released two photo books: Birth in 2001 and Heroine in 2004.  Filmography  Dramas {| class=""wiki",Haruka Ayase
Q1207368,", born April 11, 1991 in Kanagawa, Japan is a Japanese pop singer and actress formerly associated with Hello! Project. She joined in 2006 as a member of Hello Pro Egg, as a trainee. In 2007, she becam",Erina Mano
