,text,name
Q2128520,"Jillian Leigh Murray is an American actress. She is perhaps best known for her roles as Portlyn on Sonny With a Chance, Her role as Olivia on MTV's Awkward , Gwen Adams in American High School, Lex Mi",Jillian Murray
Q213854,"Virat Kohli () (born 5 November 1988) is an Indian cricketer. A middle-order batsman, who can also bowl right-arm medium pace, Kohli captained the victorious Indian team at the 2008 U/19 Cricket World",Virat Kohli
Q214088,"Tarek al-Tayeb Mohamed Bouazizi (; 29 March 1984 – 4 January 2011) was a Tunisian street vendor who set himself on fire on 17 December 2010, in protest of the confiscation of his wares and the harassm",Mohamed Bouazizi
Q215770,"Johan Danon Djourou-Gbadjere (born 18 January 1987), more commonly known as Johan Djourou, is a Swiss international footballer who currently plays for Hamburg.  He used to play as a defensive midfield",Johan Djourou
Q220949,"Rachel Sarah Bilson (born August 25, 1981) is an American actress. Bilson grew up in a California show business family, and made her television debut in 2003, subsequently becoming well known for play",Rachel Bilson
Q222651,"__NOTOC__ Jelena Jensen (born October 7, 1981) is an American entrepreneur, pornographic actress, nude model, webcam model, webmaster, photographer, videographer, and radio personality.  Early years J",Jelena Jensen
Q223138,Armand Traoré (born 8 October 1989) is a professional footballer who plays for Queens Park Rangers as a left back. Traoré is a product of the Arsenal Academy. He has represented France at under-19 and,Armand Traoré
Q224962,"Kajal Aggarwal (born 19 June 1985) is an Indian actress, who predominantly appears in Telugu and Tamil films. Through her successful film career, Kajal has become one of the most popular celebrities i",Kajal Aggarwal
Q225054,"Niki Belucci, real name:  (born March 10, 1983) is a Hungarian erotic House music DJ, often seen hosting events nearly topless. She is also known for her childhood gymnastics achievements and the six ",Niki Belucci
Q225218,"Carmen Luvana (born 23 August 1981 in New York City) is a retired American pornographic actress.  Early life Carmen Luvana was born in Brooklyn, New York on August 23, 1981. Her family moved to Puerto",Carmen Luvana
Q228598,"Emma Rose Roberts (born February 10, 1991) is an American actress, model and singer. After small roles in films such as Blow (2001), she rose to prominence with her role as Addie Singer in the Nickelo",Emma Roberts
Q228792,"Dianna Elise Agron (; born April 30, 1986) is an American actress, singer, dancer and director. She is also the creator and co-editor of the music, art and photography website You, Me, and Charlie. Ot",Dianna Agron
Q229054,"Hilarie Ross Burton (born July 1, 1982) is an American actress and producer. A former host of MTV's Total Request Live, she portrayed Peyton Sawyer on the WB/CW drama One Tree Hill for six seasons (20",Hilarie Burton
Q229069,"Jennifer Lindsay Stone (born February 12, 1993)Jennifer Stone's official fansite. Accessed June 12, 2009. is an American actress best known for playing Harper Finkle on the Disney Channel series Wizar",Jennifer Stone
Q229775,"Bryce Dallas Howard (born March 2, 1981) is an American film actress, writer and director. The daughter of director Ron Howard, she made her acting debut in her father's film Parenthood (1989) and wen",Bryce Dallas Howard
Q229908,"Katherine Evelyn Anita Cassidy (born November 25, 1986) is an American actress who stars as Laurel Lance on The CW series Arrow. She has also appeared on the CW shows Supernatural, Melrose Place, and ",Katie Cassidy
Q2299147,"Tera Wray (born April 14, 1982 in Hites Run, Kentucky) is a former pornographic actress. Her stage name is derived from her real first name, Tera, and her best friend's middle name, Wray.  She has sai",Tera Wray
Q229940,"Lucy Kate Hale (born Karen Lucille Hale; June 14, 1989)Lucy Hale - biography. Allmusic. Retrieved December 23, 2012. ""A Tennessee native, singer and actress Lucy Kate Hale was born on June 14, 1989."" ",Lucy Hale
Q230282,"Brooklyn Danielle Decker (born April 12, 1987) is an American fashion model and actress best known for her appearances in the Sports Illustrated Swimsuit Issue, including the cover of the 2010 issue. ",Brooklyn Decker
Q230609,"Ashley Victoria Benson (born December 18, 1989) is an American actress and model, known for her role as Hanna Marin on the mystery-thriller television series Pretty Little Liars. She has also portraye",Ashley Benson
Q230782,"Nicole Margaret ""Nikki"" Blonsky (born November 9, 1988) is an American actress, singer and dancer. She is best known for her role as Tracy Turnblad in the 2007 remake of the film Hairspray and as Magg",Nikki Blonsky
Q2308356,"Raven Riley is an American pornographic actress, appearing online and on DVDs. Riley won the top spot on Front magazine's ""Top 20 Girls of the Web"" and appeared on its March 2007 cover.""Top 20 Girls o",Raven Riley
Q231249,"  Kate Rooney Mara (born February 27, 1983) is an American actress. She starred in House of Cards as Zoe Barnes and appeared in the TV series 24 as computer analyst Shari Rothenberg. She made her film",Kate Mara
Q2312801,"Jacqueline Fernandez is a Bollywood actress, former model, and the winner of the Miss Sri Lanka Universe pageant of 2006. She is best known for her work in Hindi films. After graduating in Mass commun",Jacqueline Fernandez
Q231614,"Odette Juliette Annable (née Yustman, born May 10, 1985)  is an American actress.  Early life Annable was born in Los Angeles, California. Her mother, Lydia (née Nodarse), is Cuban. Her father, Victor",Odette Annable
Q231657,"Tori Black (born August 26, 1988) is an American pornographic actress. In 2010, she was named by Loaded magazine as the most facially attractive female performer in the industry.""Porn's best-looking g",Tori Black
Q231665,"Belladonna (born Michelle Anne Sinclair on May 21, 1981) is an semi-retired American pornographic actress and producer. She actively sought to become a porn actress. Because of concerns about sexually",Belladonna (actress)
Q231677,"Jenna Haze (born February 22, 1982) is an American director, model and former pornographic actress. Haze has won numerous adult industry awards, including the 2003 AVN Award for Best New Starlet and t",Jenna Haze
Q231751,"Katherine Litwack (born June 13, 1986), known professionally as Kat Dennings, is an American actress. Starting with a role in an episode of the HBO dramedy series Sex and the City, Dennings has since ",Kat Dennings
Q2319726,"Keri Sable is an American former pornographic actress.   Biography  Sable was born in Buffalo, New York of Italian heritage.  Sable entered the pornographic film industry in 2004 after moving to Los A",Keri Sable
Q232294,"Nicole Gale Anderson (born August 29, 1990) is an American actress. She is best known for her role as Macy Misa in the Disney Channel Original Series Jonas L.A., and also known for the roles of Kelly ",Nicole Gale Anderson
Q232642,"Jamie Jilynn Chung (born April 10, 1983)According to the State of California. California Birth Index, 1905-1995. Center for Health Statistics, California Department of Health Services, Sacramento, Cal",Jamie Chung
Q232687,"Hillary Scott (born February 3, 1983) is an American  pornographic actress.  Career Scott worked in a bank selling mortgages for two and a half years after graduating from high school, but became bore",Hillary Scott (pornographic actress)
Q232797,"Haley Bennett (born Haley Loraine Keeling; January 7, 1988) is an American actress and singer.  Life and career Haley Bennett was born Haley Loraine Keeling in Fort Myers, Florida, the daughter of Lei",Haley Bennett
Q232910,"Lacey Nicole Chabert (born September 30, 1982) is an American actress and voice actress. She first gained prominence as a child actress on television for her role as Claudia Salinger in the television",Lacey Chabert
Q233017,"Gina Joy Carano (born April 16, 1982) is an American actress, television personality, fitness model, and former mixed martial artist. Carano began her training with straight Muay Thai to competitive M",Gina Carano
Q233092,"Asa Akira (born January 3, 1985) is an American pornographic actress and adult film director.  Early life Akira was born in Manhattan, New York, the only child of Japanese parents. She lived in SoHo a",Asa Akira
Q233096,"Rebeca Linares (born June 13, 1983) is the stage name of a Spanish pornographic actress and Penthouse Pet. Although born in San Sebastián, Vascongadas region, Spain, she has lived for many years in Ba",Rebeca Linares
Q233101,"Monique Alexander (born May 26, 1982) is an American pornographic actress and nude model.  Career Alexander began working in the adult industry as a stripper in Sacramento when she was 18, to suppleme",Monique Alexander
Q233106,ٹوری لین (لاطینی: Tory Lane) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں  فحش فلم  فحش نگاری   حوالہ جات  زمرہ:نامکمل  زمرہ:1982ء کی پیدائشیں زمرہ:امریکی فحش اداکارائیں زمرہ:بقید حیات شخ,ٹوری لین
Q233125,"Lexi Belle (born August 5, 1987) is the stage name of an American pornographic actress. Belle began her career in the adult film industry in 2006 at the age of 18.  Early life Belle was born in Indepe",Lexi Belle
Q233131,"Tarra White (born 19 November 1987 in Ostrava, Czechoslovakia, as Martina Mrakviová) is a Czech pornographic actress. She is a contract performer for Private Media Group.  Biography At the age of five",Tarra White
Q233140,"Nikki Benz (born December 11, 1981) is the stage name of an award winning Ukrainian-Canadian pornographic actress. She is also a 2010 Penthouse Pet who was selected as the 2011 Pet of the Year. In May",Nikki Benz
Q233144,"Teagan Presley (born Ashley Erickson on July 24, 1985) is an American pornographic actress. Her stage name in part comes from her parents initially wanting to call her ""Teagan"" and in part as an homag",Teagan Presley
Q233153,"Kagney Linn Karter (born March 28, 1987) is an American pornographic actress, model and stripper.  Early life Karter was born in Harris County, Texas and raised in Saint Joseph, Missouri and Ridgway, ",Kagney Linn Karter
Q233158,"Carmella Bing (born October 21, 1981) is a retired American pornographic actress and adult model. She has appeared in over 150 films and has been reported to work under various other stage names.  Awa",Carmella Bing
Q233162,"Eva Angelina (born March 14, 1985) is an American pornographic actress, feature dancer, and real estate agent. She began her career at 18 and has won several industry awards, including the 2008 AVN Aw",Eva Angelina
Q233295,"Tila Nguyen (born October 24, 1981), better known by her stage names Tila Tequila and Miss Tila, is a Singaporean-born American model and television personality. She is known for her appearances in th",Tila Tequila
