,text,name
Q1094778,"Claire Brady is an Irish short distance runner.   Brady was born in Kildare and represents Celbridge Athletic Club in domestic competitions. She represented Dublin City University at college level, wi",Claire Brady (athlete)
Q1095148,Clara Bernklau (* 8. April 1997 in Regensburg) ist eine deutsche Filmschauspielerin.  2008 war sie zum ersten Mal im Alter von elf Jahren in der Serie K11 – Kommissare im Einsatz als Lisa Helling in d,Clara Bernklau
Q1095397,"Andrei Rață (born July 21, 1992) is a Moldovan trance producer and DJ, known under his artist name Andrew Rayel. Andrew Rayel has been creating electronic dance music since the age of 13, and combines",Andrew Rayel
Q109642,"Sarah Kim Gries (* 3. März 1990 in Siegburg) ist eine deutsche Schauspielerin.  Für ihre Darstellung der Vanessa in Die wilden Kerle – Alles ist gut, solange du wild bist! wurde sie vom Fachverband de",Sarah Kim Gries
Q109684,"thumb|Kevin Kuhn bei einer Lesung auf der HAM.LIT 2013 Kevin Kuhn (* 23. Dezember 1981 in Göttingen) ist ein deutscher Autor.   Leben  Kuhn wuchs in Ulm auf und studierte Philosophie, Kunstgeschichte ",Kevin Kuhn
Q1099330,"Clayton Stoner (born February 19, 1985) is a Canadian professional ice hockey defenceman for the Anaheim Ducks of the National Hockey League.  Playing career He played junior B for the Campbell River ",Clayton Stoner
Q1100048,"Clemens Ottawa (* 1981) ist ein österreichischer Autor, Musiker und Karikaturist.    Leben  Er studierte an der Universität Wien Vergleichende Literaturwissenschaften, Germanistik und Geschichte. Er v",Clemens Ottawa
Q110039,"thumb|upright|Beatrice Marscheck, 2012. Beatrice Marscheck (born 23 September 1985) is a retired German long jumper.  She finished seventh at the 2009 Summer Universiade and competed at the 2009 World",Beatrice Marscheck
Q1100431,Rodney Sneijder (born 31 March 1991) is a Dutch association football midfielder who currently plays for Almere City in the Dutch Eerste Divisie. He is the brother of Galatasaray midfielder Wesley Snei,Rodney Sneijder
Q1100551,Dino Đjulbić (born 16 February 1983) is a Bosnian Australian football (soccer) player who currently plays for A-League club Perth Glory.  Club career thumb|left|135px|Đulbić playing for Perth Glory Wh,Dino Đulbić
Q110128,"Johannes Neumann (born 5 November 1985) is a German swimmer who won a gold medal in the 4×50 m medley relay at the European Short Course Swimming Championships 2006, setting a new world record.  Refer",Johannes Neumann
Q1101316,"Clifford Mulenga (born August 5, 1987 in Kabompo) is a Zambian footballer who plays as a midfielder for Ajax Cape Town in the South African Premier Soccer League.  Career Mulenga was part of the Zambi",Clifford Mulenga
Q1101410,"Tyrese Jammal Rice (born May 15, 1987) is an American-born naturalized Montenegrin professional basketball player who currently plays for Khimki of the VTB United League. He also represents the senior",Tyrese Rice
Q1106559,"Cody Thornton (* 16. Juli 1986 in Embro, Ontario) ist ein kanadischer Eishockeyspieler, der seit 2010 bei den Landshut Cannibals in der 2. Eishockey-Bundesliga auf der Position des rechten Flügelstürm",Cody Thornton
Q1107887,"Madhur Mittal is an Indian actor, best known for his performance as Salim Malik in the film Slumdog Millionaire, which won the Academy Award for Best Picture of 2008 and for which he won the Screen Ac",Madhur Mittal
Q1108361,"Colin Braun (; born September 22, 1988)Colin Braun Career Statistics is an American racing driver. He will compete in the American Le Mans Series with the Core Autosport team during the 2012 season. H",Colin Braun
Q1108456,"Colin Ford (born September 12, 1996) is an American actor and voice actor. He is known for his role as young Sam Winchester in the TV series Supernatural, and as the voice of Jake on Jake and the Neve",Colin Ford
Q111025,mini|Jana Julie Kilka auf der Jubiläumsfeier zu 18 Jahren Verbotene Liebe in Düsseldorf (2013) Jana Julie Kilka (* 16. Mai 1987 in München) ist eine deutsche Schauspielerin und Synchronsprecherin.   L,Jana Kilka
Q1111787,"Jeremy ""Twitch"" Stenberg (born September 27, 1981 in San Diego, California) is a professional freestyle motocross rider and professional off-road truck racer. Stenberg received his nickname 'Twitch' f",Jeremy Stenberg
Q1112051,thumb|240px|TV-Moderatorin Juliane Ziegler  Juliane Ziegler (* 29. September 1981 in Berlin) ist eine deutsche Fernsehmoderatorin. Aktuell ist sie für das ProSieben-Wissensmagazin Galileo sowie die ka,Juliane Ziegler
Q1112904,Madeleine Ngono Mani (born in Mvaa on 16 October 1983) is a Cameroonian football striker currently playing for En Avant de Guingamp in the French First Division.Profile in the club's website She is a ,Madeleine Ngono Mani
Q1114620,"Teeboy Kamara (born 18 May 1996 in Liberia) is an Australian football (soccer) player who currently plays as a forward for Inglewood United.  Club career Adelaide United In 2011, Kamara signed with A-",Teeboy Kamara
Q1115364,Fabian Oscar Wien (* 16. Mai 1983 in Berlin) ist ein deutscher Schauspieler und Kabarettist.   Leben  Wien wuchs als Sohn des Schauspielerpaars Madeleine Lierck und Dieter Wien in Ost-Berlin auf. Sein,Fabian Oscar Wien
Q1117862,Friederike Lütz (born 26 March 1988) is a German handball player for Buxtehuder SV and the German national team.  References  Category:1988 births Category:Living people Category:German handball playe,Friederike Lütz
Q112072,"Fernando Espinosa Barrera (born 9 May 1983) is a Mexican football player.  Club career Espinosa plays as a midfielder for Club Universidad Nacional, a Mexico City team commonly known as the Pumas. He ",Fernando Espinosa (Mexican footballer)
Q112074,"Andreas ""Andi"" Zuber (born 9 October 1983 in Judenburg, Austria) is a motor racing driver. An Austrian by birth, he once raced under a licence issued by the United Arab Emirates.  Career  Formula Köni",Andreas Zuber
Q112168,"Axel Bachmann Schiavo (born November 4, 1989, in Ciudad del Este) is a Paraguayan chess player who holds the Grandmaster title. As of June 2014 he has a FIDE rating of 2619 and he is the top rated pla",Axel Bachmann
Q112200,"Ilčo Naumoski () (born 29 July 1983 in Prilep) is a Macedonian football player currently playing as a striker for FK Vardar in Macedonia. He has spent the majority of his career in Austria, having pla",Ilčo Naumoski
Q1122531,"Matías Enrique Abelairas (born 18 June 1985), is an Argentine footballer who plays for FC Vaslui.http://www.gsp.ro/fotbal/liga-1/video-i-au-gasit-inlocuitor-lui-lucian-sinmartean-update-foto-fostul-ju",Matías Abelairas
Q1123222,"Laura Roxana Rus (born 1 October 1987) is a Romanian footballer who plays for Fortuna Hjørring in the Danish Elitedivisionen. She has previously played for Pandurii Targu Jiu in Romania's Liga I, Spor",Laura Rus
Q1124934,"Robert Markuš (Serbian: Роберт Маркуш; born October 7, 1983) is a Serbian chess Grandmaster.  His current FIDE rating is 2606 and he is a member of Novi Sad Chess Club. Markuš played for the Serbian O",Robert Markuš
Q112614,"Nicole Trimmel (born October 13, 1982), is  an Austrian kickboxer. She is a manifold World Champion and European Champion in Kickboxing.ORF.at, Nudelauflauf 25.05.2005 (2005) http://burgenland.orf.at/",Nicole Trimmel
Q1127910,"Constantin Popovici (born October 2, 1988 in Bucharest) is a Romanian platform diver. He is also a member of CSA Steaua Bucuresti Diving Club, and is coached and trained by Avasiloaie Florin.  Popovic",Constantin Popovici
Q1127971,"Constantin Virgil Banescu (born May 26, 1982 in Târgovişte, Romania - died August 12, 2009), notable Romanian poet of the 2000 generation, also known for his translation activity.  Poetry  câinele, fe",Constantin Virgil Banescu
Q112981,"Yu Wenxia (; born 6 August 1989) is a Chinese beauty queen. She won Miss World 2012 in Ordos City, Inner Mongolia, the second Chinese national to do so after Zhang Zilin in 2007.  Biography The second",Yu Wenxia
Q1132828,thumb|upright|Corinna Hein bei ihrer Weltmeisterschaftskür am 8. November 2009 in Tavira Corinna Hein (* 6. Februar 1983)Kurzbiografie bei hallensport-wm.de ist eine Kunstradfahrerin. Sie ist aktives ,Corinna Hein
Q1133449,"thumb|right|200px|Cornelia Travnicek at a reading in 2008 Cornelia Travnicek (born 1987 in St. Pölten, Lower Austria) is an Austrian writer who has published several books and stories.  Life Travnicek",Cornelia Travnicek
Q113409,"Marek Zagrapan (born December 6, 1986 in Prešov, Czechoslovakia) is a Slovakian professional ice hockey centre currently playing for Graz 99ers of the Austrian Hockey League (EBEL).  Playing career Za",Marek Zagrapan
Q1135805,"Cory Williams (born August 5, 1981), also known as ""Mr. Safety"" from SMP Films, is an actor and YouTube personality who, up until early 2013, lived in Thousand Oaks, California, and currently resides ",Cory Williams
Q1136149,"Harrison Cosmo Krikoryan Jarvis (born 1 September 1989), better known by his stage name Cosmo Jarvis, is an English singer-songwriter, actor and filmmaker. In early 2008 he signed to indie label Wall ",Cosmo Jarvis
Q113674,"miniatur|Alexandra Shaw, deutsche Basketballnationalspielerin (2007)  Alexandra Shaw, geborene Müller (* 23. August 1983 in Oettingen in Bayern) ist eine deutsche Basketballnationalspielerin.  1992 st",Alexandra Shaw
Q1137851,"Courtney Taylor Burness (born October 8, 1995) is an American actress.   Filmography  {| class=""wikitable"" ! Year !! Film/Show !! Role !! Notes |- | 2010 | Liberty | Young Liberty | post-production |-",Courtney Taylor Burness
Q11380389,Mai Ito (; born 23 May 1984) is a Japanese long-distance runner who competes in half marathon and marathon races. She represented Japan in the marathon at the 2011 World Championships in Athletics and,Mai Ito
Q1138101,"Miesha Theresa Tate (born August 18, 1986) is an American mixed martial artist who competes in the Ultimate Fighting Championship (UFC). She is a former Strikeforce Women's Bantamweight Champion. She ",Miesha Tate
Q1138341,"Coşkun Kayhan (* 24. August 1986 in Yozgat) ist ein österreichisch-türkischer Fußballspieler, der für Wiener Sportklub spielt. Er ist der ältere Bruder des bekannteren österreichischen U-21-Nationalsp",Coşkun Kayhan
Q1138544,Craig Goddard (* 5. Oktober 1984) ist ein schottischer Badmintonspieler.   Karriere Craig Goddard wurde 2005 und 2006 schottischer Meister im Herreneinzel. 2006 nahm er auch an der Badminton-Weltmeist,Craig Goddard
Q1138558,"Craig Charles Glendinning Henderson (born ) is a New Zealand football player who plays for Stabæk. His hometown is Stokes Valley, Lower Hutt. He attended Taita College, Lower Hutt where he was Head Bo",Craig Henderson
Q1138603,"Craig Anthony Robert Mackail-Smith (born 25 February 1984) is a professional footballer who plays for Peterborough United, on loan from Brighton & Hove Albion as a striker. He has also played for Engl",Craig Mackail-Smith
Q113862,Clemens Walch (born 10 July 1987) is an Austrian football player who plays for SV Ried.  Club career He signed a professional contract with VfB Stuttgart until 2011.  On 12 August 2010 Walch moved to ,Clemens Walch
Q1139283,"Michael Sean Roark (born May 9, 1983) is an American actor and attorney.  Filmography Film  TV shows  External links  Category:Living people Category:1983 births Category:American male stage actors Ca",Michael Roark
Q113985,"Mehmet Eren Boyraz (born October 11, 1981 in Karadeniz Ereğli, Zonguldak, Turkey) is a Turkish football attacking midfielder. He currently plays for Adana Demirspor in the TFF First League. He previou",Mehmet Eren Boyraz
Q1140273,"Cristian Mark Junior Nascimento Oliveira Baroni or simply Cristian (born 25 June 1983), is a Brazilian footballer  as a defensive midfielder.  Early years Cristian Baroni was champion of the Brazil Cu",Cristian Baroni
Q1140319,"Cristian Daniel Oros (born 15 October 1984 in Sighetu Marmaţiei) is a Romanian football player, currently playing for Liga I club Astra Giurgiu, as a centre back.  Club career  On 26 July 2008 Oros sc",Cristian Oros
Q11411204," is a Japanese actor. He played the leading role as Naoki Irie in the 2013 television series Mischievous Kiss: Love in Tokyo and its upcoming sequel, Mischievous Kiss 2: Love in Tokyo.  Career Born in",Yuki Furukawa
Q114234,"thumb|upright=1.8|Philipp Poisel, Wien 2013.  Philipp Poisel [] (* 18. Juni 1983 in Ludwigsburg) ist ein deutscher Singer-Songwriter.   Biografie   Anfänge  Philipp Poisel begann als Kind mit dem Musi",Philipp Poisel
Q1143431,"Cullen Crawford Loeffler (born January 27, 1981) is an American football long snapper for the Minnesota Vikings of the National Football League. He was signed by the Vikings as an undrafted free agent",Cullen Loeffler
Q1144846,"Shante Scott Franklin (born April 4, 1981), better known by his stage name Curren$y is an American rapper from New Orleans, Louisiana.  Music career  No Limit and Young Money In 2002, Curren$y was sig",Currensy
Q114565,Alina Sokar (* 6. Januar 1992 in München) ist eine deutsche Schauspielerin.   Leben  Alina Sokar spielte erstmals 2001 in dem Kinofilm Nirgendwo in Afrika eine Nebenrolle. In dem Familiendrama Geht ni,Alina Sokar
Q1146982,"JUDr.Bc.Jaromír Tauchen, Ph.D., LL.M.Eur.Integration (Dresden) (* 23. Juli 1981, Sušice) is a Czech lawyer, law-historian, certified judiciary interpreter and translator (German/Czech) and lecturer at",Jaromír Tauchen
Q1147381,"Ruslan Savelyevich Karaev ( Ruslan Savelyevich Karayev; ; born May 19, 1983) is a Russian-born kickboxer of Ossetian origin. He is K-1 World GP 2005 in Las Vegas and K-1 World Grand Prix 2008 in Taipe",Ruslan Karaev
Q1147917,"Okilani Tinilau (born January 2, 1989 in Nukulaelae) is a Tuvaluan sprinter and footballer.  Career He represented Tuvalu at the 2008 Summer Olympics in Beijing, China, during the country's first ever",Okilani Tinilau
Q1148046,"Cynthia Danielle Clark, auch Cindy Clark, (* 7. März 1986 in Canmore) ist eine kanadische Biathletin.  Cynthia Clark wird von Mathias Ahrens und Richard Boruta trainiert. Sie gab ihr internationales D",Cynthia Clark
Q1148585,"Parthiva Sureshwaren (born February 21, 1981) is an Indian race car driver born in Chennai.  Career  A1 Grand Prix Sureshwaren drove in the 2006-07 A1 Grand Prix season for A1 Team India at the Austra",Parthiva Sureshwaren
Q1150191,Cédric Coréa (* 24. September 1990) ist ein beninischer Fußballspieler.   Karriere   Verein  Coréa begann seine Karriere mit dem Centre International de Formation Adjavon Sébastien de Djeffa (CIFAS). ,Cédric Coréa
Q1150266,"Cédric Paty (born 25 July 1981 in Châtillon-sur-Seine, Côte-d'Or) is a French handball player, who won a gold medal at the 2008 Summer Olympics.http://www.sports-reference.com/olympics/athletes/pa/ced",Cédric Paty
Q1150826,"Cícero Casimiro Sanches Semedo (born 8 May 1986), simply known as Cícero, is a Guinea-Bissauan professional footballer who plays for Portuguese club F.C. Paços de Ferreira as a forward.  Football care",Cícero Semedo
Q1150828,"Cícero Santos (born 26 August 1984), simply known as Cícero, is a Brazilian footballer who plays as an attacking midfielder.  Career  Early career During his time at Fluminense, Cícero proved himself ",Cícero Santos
